party,party_slug,city,city_slug,bolge,rank,name,seats
AB,ab,Adana,adana,Adana,1,Adem Boğa,15
AB,ab,Adana,adana,Adana,2,Fisun Bozdoğan,15
AB,ab,Adana,adana,Adana,3,Harun Aksoy,15
AB,ab,Adana,adana,Adana,4,Sanem Çiğdem Boğa,15
AB,ab,Adana,adana,Adana,5,Mehmet Akyol,15
AB,ab,Adana,adana,Adana,6,Bülent Öztürk,15
AB,ab,Adana,adana,Adana,7,Doğan Can Toprak,15
AB,ab,Adana,adana,Adana,8,Fatma Ay,15
AB,ab,Adana,adana,Adana,9,Fırat Taylan,15
AB,ab,Adana,adana,Adana,10,Tarık Sümertaş,15
AB,ab,Adana,adana,Adana,11,Halil İbrahim Aslan,15
AB,ab,Adana,adana,Adana,12,İsmail İrci,15
AB,ab,Adana,adana,Adana,13,Rıtvan Bostancı,15
AB,ab,Adana,adana,Adana,14,Kenan Kaya,15
AB,ab,Adana,adana,Adana,15,Zeliha Yıldırım,15
AK Parti,akparti,Adana,adana,Adana,1,Ömer Çelik,15
AK Parti,akparti,Adana,adana,Adana,2,Ahmet Zenbilci,15
AK Parti,akparti,Adana,adana,Adana,3,Sunay Karamık,15
AK Parti,akparti,Adana,adana,Adana,4,Abdullah Doğru,15
AK Parti,akparti,Adana,adana,Adana,5,Faruk Aytek,15
AK Parti,akparti,Adana,adana,Adana,6,Mustafa Yıldız,15
AK Parti,akparti,Adana,adana,Adana,7,Hasan Hüseyin Kuşcu,15
AK Parti,akparti,Adana,adana,Adana,8,Erol Kahraman,15
AK Parti,akparti,Adana,adana,Adana,9,Kasım Pamuk,15
AK Parti,akparti,Adana,adana,Adana,10,Fatime Yurduseven,15
AK Parti,akparti,Adana,adana,Adana,11,Dinçer Dinç,15
AK Parti,akparti,Adana,adana,Adana,12,Melike Doğan,15
AK Parti,akparti,Adana,adana,Adana,13,Ramazan Çırak,15
AK Parti,akparti,Adana,adana,Adana,14,Oğuzhan Gürhani,15
AK Parti,akparti,Adana,adana,Adana,15,Mehmet Kurtaran,15
Bağımsız,bagimsiz,Adana,adana,Adana,1,Salim Şengül,15
Bağımsız,bagimsiz,Adana,adana,Adana,2,Ali Göçer,15
Bağımsız,bagimsiz,Adana,adana,Adana,3,Ayhan Öztaşlar,15
Bağımsız,bagimsiz,Adana,adana,Adana,4,Fatih Gür,15
BBP,bbp,Adana,adana,Adana,1,Ahmet Şahin,15
BBP,bbp,Adana,adana,Adana,2,Gürdal Topal,15
BBP,bbp,Adana,adana,Adana,3,Mehmet Şerif Dumrul,15
BBP,bbp,Adana,adana,Adana,4,İrfan Tekdemir,15
BBP,bbp,Adana,adana,Adana,5,Yunus Oğuz,15
BBP,bbp,Adana,adana,Adana,6,Ayşe Gümüş,15
BBP,bbp,Adana,adana,Adana,7,Atike Zühal Cengiz,15
BBP,bbp,Adana,adana,Adana,8,Ali Bulmuş,15
BBP,bbp,Adana,adana,Adana,9,Zekeriya Akduman,15
BBP,bbp,Adana,adana,Adana,10,Fatma Gezer,15
BBP,bbp,Adana,adana,Adana,11,Cumali Lenger,15
BBP,bbp,Adana,adana,Adana,12,İsmail Bekşen,15
BBP,bbp,Adana,adana,Adana,13,Sinan Ünal,15
BBP,bbp,Adana,adana,Adana,14,Hüseyin Karadağlı,15
BBP,bbp,Adana,adana,Adana,15,Mehmet Selim Öztaş,15
CHP,chp,Adana,adana,Adana,1,Orhan Sümer,15
CHP,chp,Adana,adana,Adana,2,Müzeyyen Şevkin,15
CHP,chp,Adana,adana,Adana,3,Burhanettin Bulut,15
CHP,chp,Adana,adana,Adana,4,Sadullah Kısacık,15
CHP,chp,Adana,adana,Adana,5,Ayhan Barut,15
CHP,chp,Adana,adana,Adana,6,Osman Berke Duvan,15
CHP,chp,Adana,adana,Adana,7,Hüseyin Keser,15
CHP,chp,Adana,adana,Adana,8,Erkan Karakaya,15
CHP,chp,Adana,adana,Adana,9,Orhan Toklu,15
CHP,chp,Adana,adana,Adana,10,Kübra Özbiçer Büyükikiz,15
CHP,chp,Adana,adana,Adana,11,Ahmet Korkmaz,15
CHP,chp,Adana,adana,Adana,12,Sercan Polat,15
CHP,chp,Adana,adana,Adana,13,Seyfettin Can,15
CHP,chp,Adana,adana,Adana,14,Ebru Yılmaz,15
CHP,chp,Adana,adana,Adana,15,Elife Müftüoğlu,15
Genç Parti,gencparti,Adana,adana,Adana,1,Ayhan Dağtekin,15
Genç Parti,gencparti,Adana,adana,Adana,2,Başar Erdinç Kılınç,15
Genç Parti,gencparti,Adana,adana,Adana,3,Yusuf Arslan,15
Genç Parti,gencparti,Adana,adana,Adana,4,Sebiha Özdemir,15
Genç Parti,gencparti,Adana,adana,Adana,5,Yıldız Çakay,15
Genç Parti,gencparti,Adana,adana,Adana,6,Nedim Can Çerçel,15
Genç Parti,gencparti,Adana,adana,Adana,7,Şafak Varkal,15
Genç Parti,gencparti,Adana,adana,Adana,8,Kağan Koyuncu,15
Genç Parti,gencparti,Adana,adana,Adana,9,Alev Esenköylü,15
Genç Parti,gencparti,Adana,adana,Adana,10,Kemal Gül,15
Genç Parti,gencparti,Adana,adana,Adana,11,Mehmet Yıldırım,15
Genç Parti,gencparti,Adana,adana,Adana,12,Sevgi Arslan,15
Genç Parti,gencparti,Adana,adana,Adana,13,Mertcan Arslan,15
Genç Parti,gencparti,Adana,adana,Adana,14,Fatma Arslan,15
Genç Parti,gencparti,Adana,adana,Adana,15,Esra Altunbaş,15
HAK-PAR,hakpar,Adana,adana,Adana,1,Süleyman Kart,15
HAK-PAR,hakpar,Adana,adana,Adana,2,Bedri Böyük,15
HAK-PAR,hakpar,Adana,adana,Adana,3,Resul Saydam,15
HAK-PAR,hakpar,Adana,adana,Adana,4,Meltem San,15
HAK-PAR,hakpar,Adana,adana,Adana,5,Cemre Bukan,15
HAK-PAR,hakpar,Adana,adana,Adana,6,Veddat Mavlay,15
HAK-PAR,hakpar,Adana,adana,Adana,7,Ferman Hoşgül,15
HAK-PAR,hakpar,Adana,adana,Adana,8,Deniz Koç,15
HAK-PAR,hakpar,Adana,adana,Adana,9,Peyruze İpek Gültekin,15
HAK-PAR,hakpar,Adana,adana,Adana,10,Ethem Bozdemir,15
HAK-PAR,hakpar,Adana,adana,Adana,11,Dersim Deniz Cevheroğlu,15
HAK-PAR,hakpar,Adana,adana,Adana,12,Ramazan Sarı,15
HAK-PAR,hakpar,Adana,adana,Adana,13,Bahar Sezer,15
HAK-PAR,hakpar,Adana,adana,Adana,14,İlyas Kahraman,15
HAK-PAR,hakpar,Adana,adana,Adana,15,Medeni Temizer,15
HKP,hkp,Adana,adana,Adana,1,Ayşe Küçükosmanoğlu,15
HKP,hkp,Adana,adana,Adana,2,Osman Akmeşe,15
HKP,hkp,Adana,adana,Adana,3,Nazan Yabacı,15
HKP,hkp,Adana,adana,Adana,4,İhsani Toprak,15
HKP,hkp,Adana,adana,Adana,5,Duran Koç,15
HKP,hkp,Adana,adana,Adana,6,Fatih Kılıç,15
HKP,hkp,Adana,adana,Adana,7,Canan Demircan,15
HKP,hkp,Adana,adana,Adana,8,Ceyhun Can Buğur,15
HKP,hkp,Adana,adana,Adana,9,Mehmet Ateş,15
HKP,hkp,Adana,adana,Adana,10,Fatma Dalgıç,15
HKP,hkp,Adana,adana,Adana,11,Mehmet Tahir Uncu,15
HKP,hkp,Adana,adana,Adana,12,Emre Çalpan,15
HKP,hkp,Adana,adana,Adana,13,Uğur Tokmak,15
HKP,hkp,Adana,adana,Adana,14,Aslı Özkardeşler,15
HKP,hkp,Adana,adana,Adana,15,Büşra Erdal,15
İyi Parti,iyiparti,Adana,adana,Adana,1,Ayyüce Türkeş Taş,15
İyi Parti,iyiparti,Adana,adana,Adana,2,Bilal Bilici,15
İyi Parti,iyiparti,Adana,adana,Adana,3,Göktürk Boyvadaoğlu,15
İyi Parti,iyiparti,Adana,adana,Adana,4,Mehmet Sertaç Durak,15
İyi Parti,iyiparti,Adana,adana,Adana,5,Şule Gök Tüdeş,15
İyi Parti,iyiparti,Adana,adana,Adana,6,Remzi Oğuz Yılmaz,15
İyi Parti,iyiparti,Adana,adana,Adana,7,Burak Yiğenoğlu,15
İyi Parti,iyiparti,Adana,adana,Adana,8,İsa Ayanoğlu,15
İyi Parti,iyiparti,Adana,adana,Adana,9,Bahadır Ceyhanlı,15
İyi Parti,iyiparti,Adana,adana,Adana,10,Erdinç Antepüzümü,15
İyi Parti,iyiparti,Adana,adana,Adana,11,Nihal Ağca,15
İyi Parti,iyiparti,Adana,adana,Adana,12,Erkan Can,15
İyi Parti,iyiparti,Adana,adana,Adana,13,Ercan Atalay,15
İyi Parti,iyiparti,Adana,adana,Adana,14,Sinem Uludamar,15
İyi Parti,iyiparti,Adana,adana,Adana,15,Hülya Akköz,15
Memleket,memleket,Adana,adana,Adana,1,Tarkan Kulak,15
Memleket,memleket,Adana,adana,Adana,2,Ethem Eke,15
Memleket,memleket,Adana,adana,Adana,3,Celal Güven,15
Memleket,memleket,Adana,adana,Adana,4,Beste Tuncel,15
Memleket,memleket,Adana,adana,Adana,5,Murat Aravi,15
Memleket,memleket,Adana,adana,Adana,6,Gökhan Kunt,15
Memleket,memleket,Adana,adana,Adana,7,Nilgün Topal,15
Memleket,memleket,Adana,adana,Adana,8,Emine Genç,15
Memleket,memleket,Adana,adana,Adana,9,Dilek Tepe,15
Memleket,memleket,Adana,adana,Adana,10,Meltem Şimşek,15
Memleket,memleket,Adana,adana,Adana,11,Habib Koçak,15
Memleket,memleket,Adana,adana,Adana,12,Abdulsamet Yıldırım,15
Memleket,memleket,Adana,adana,Adana,13,Yılmaz Karahan,15
Memleket,memleket,Adana,adana,Adana,14,Feyzi Vuralgil,15
Memleket,memleket,Adana,adana,Adana,15,Emir Adıgüzel,15
MHP,mhp,Adana,adana,Adana,1,Muharrem Varlı,15
MHP,mhp,Adana,adana,Adana,2,Ayşe Sibel Ersoy,15
MHP,mhp,Adana,adana,Adana,3,Mustafa İzgioğlu,15
MHP,mhp,Adana,adana,Adana,4,Firdevs Cingözler,15
MHP,mhp,Adana,adana,Adana,5,Alev Ataş,15
MHP,mhp,Adana,adana,Adana,6,Uğur Öztürk,15
MHP,mhp,Adana,adana,Adana,7,Bünyamin Avcı,15
MHP,mhp,Adana,adana,Adana,8,Yusuf Baş,15
MHP,mhp,Adana,adana,Adana,9,Adem Gündoğan,15
MHP,mhp,Adana,adana,Adana,10,Ahmet Reha Yereşen,15
MHP,mhp,Adana,adana,Adana,11,Zekeriya Siverekli,15
MHP,mhp,Adana,adana,Adana,12,Hakan Uykız,15
MHP,mhp,Adana,adana,Adana,13,Atilla Duygun,15
MHP,mhp,Adana,adana,Adana,14,Mahmut Tülek,15
MHP,mhp,Adana,adana,Adana,15,Tufan Bilen,15
MİLLET,millet,Adana,adana,Adana,1,Ali Geçioğlu,15
MİLLET,millet,Adana,adana,Adana,2,İdris Taşpınar,15
MİLLET,millet,Adana,adana,Adana,3,Mehmet Yıldız,15
MİLLET,millet,Adana,adana,Adana,4,Kazım Şen,15
MİLLET,millet,Adana,adana,Adana,5,Fahrettin Kapçı,15
MİLLET,millet,Adana,adana,Adana,6,Mehmet Sapmaz,15
MİLLET,millet,Adana,adana,Adana,7,Menderes Yakup Şen,15
MİLLET,millet,Adana,adana,Adana,8,Hasan Demircioğlu,15
MİLLET,millet,Adana,adana,Adana,9,Nevzat Metin,15
MİLLET,millet,Adana,adana,Adana,10,Adil Işık,15
MİLLET,millet,Adana,adana,Adana,11,Abdurrahman Önel,15
MİLLET,millet,Adana,adana,Adana,12,Hakkı Öğüt,15
MİLLET,millet,Adana,adana,Adana,13,Bekir Örün,15
MİLLET,millet,Adana,adana,Adana,14,Mirialem Çinar,15
MİLLET,millet,Adana,adana,Adana,15,Zeki Yıldız,15
Sol Parti,solparti,Adana,adana,Adana,1,Gizem Gül Kürekçi,15
Sol Parti,solparti,Adana,adana,Adana,2,Eyüp Civelek,15
Sol Parti,solparti,Adana,adana,Adana,3,Özge İpek,15
Sol Parti,solparti,Adana,adana,Adana,4,Hayri Akgün,15
Sol Parti,solparti,Adana,adana,Adana,5,Berfin Tibili,15
Sol Parti,solparti,Adana,adana,Adana,6,Yakup Durmuş,15
Sol Parti,solparti,Adana,adana,Adana,7,Ali Deniz Erdem,15
Sol Parti,solparti,Adana,adana,Adana,8,Gamze Nur Yürek,15
Sol Parti,solparti,Adana,adana,Adana,9,Fatma Demirci,15
Sol Parti,solparti,Adana,adana,Adana,10,Mehmet Alpaslan,15
Sol Parti,solparti,Adana,adana,Adana,11,Ulaş Recep Durbaş,15
Sol Parti,solparti,Adana,adana,Adana,12,Özkan Kayar,15
Sol Parti,solparti,Adana,adana,Adana,13,Gözde Yula,15
Sol Parti,solparti,Adana,adana,Adana,14,Osman Deniz Kayar,15
Sol Parti,solparti,Adana,adana,Adana,15,Kandemir Kürekçi,15
TİP,tip,Adana,adana,Adana,1,Duygu Yılmaz,15
TİP,tip,Adana,adana,Adana,2,Seda Aşkın,15
TİP,tip,Adana,adana,Adana,3,Ahmet Faruk Ulaş,15
TİP,tip,Adana,adana,Adana,4,Mesut Koyun,15
TİP,tip,Adana,adana,Adana,5,Utku Alemdaroğlu,15
TİP,tip,Adana,adana,Adana,6,Dila Akar,15
TİP,tip,Adana,adana,Adana,7,Meryem Mazman Kartal,15
TİP,tip,Adana,adana,Adana,8,Onur Can Gürbüz,15
TİP,tip,Adana,adana,Adana,9,Eda Bahar Kocabeyler,15
TİP,tip,Adana,adana,Adana,10,Hüseyin Evgin,15
TİP,tip,Adana,adana,Adana,11,Oğuzcan Kılıç,15
TİP,tip,Adana,adana,Adana,12,Mehmet Selim Akman,15
TİP,tip,Adana,adana,Adana,13,Mustafa Çelik,15
TİP,tip,Adana,adana,Adana,14,Semih Akkırcık,15
TİP,tip,Adana,adana,Adana,15,Eren Ararat,15
TKH,tkh,Adana,adana,Adana,1,Irmak Ildır,15
TKH,tkh,Adana,adana,Adana,2,Mahir Mertcan Kızılırmak,15
TKH,tkh,Adana,adana,Adana,3,İbrahim Talha Türkan,15
TKH,tkh,Adana,adana,Adana,4,Yusuf Erdem,15
TKH,tkh,Adana,adana,Adana,5,Hilal Mut,15
TKH,tkh,Adana,adana,Adana,6,Heybet Kanat,15
TKH,tkh,Adana,adana,Adana,7,Seyit Güney Özdamar,15
TKH,tkh,Adana,adana,Adana,8,Uğur Şabudak,15
TKH,tkh,Adana,adana,Adana,9,Uluç Çağrı Yeltekin,15
TKH,tkh,Adana,adana,Adana,10,Şerefnur Etker,15
TKH,tkh,Adana,adana,Adana,11,Huri Melek Kırhan,15
TKH,tkh,Adana,adana,Adana,12,Bahar Bulut,15
TKH,tkh,Adana,adana,Adana,13,Meriç Ünver,15
TKH,tkh,Adana,adana,Adana,14,Siraç Cancan,15
TKH,tkh,Adana,adana,Adana,15,Murat Doğan,15
TKP,tkp,Adana,adana,Adana,1,Umut Serçe,15
TKP,tkp,Adana,adana,Adana,2,Seçil Özkara,15
TKP,tkp,Adana,adana,Adana,3,Serhan Sadi Kocaman,15
TKP,tkp,Adana,adana,Adana,4,Şevval Soylu,15
TKP,tkp,Adana,adana,Adana,5,Mert Serçe,15
TKP,tkp,Adana,adana,Adana,6,Özgün Dincel,15
TKP,tkp,Adana,adana,Adana,7,Hüseyin Alpan,15
TKP,tkp,Adana,adana,Adana,8,Kubilay Altuntaş,15
TKP,tkp,Adana,adana,Adana,9,Cihat Duluklu,15
TKP,tkp,Adana,adana,Adana,10,Eren Yarat,15
TKP,tkp,Adana,adana,Adana,11,Gürsel Bayram,15
TKP,tkp,Adana,adana,Adana,12,Mehmet Can Ataş,15
TKP,tkp,Adana,adana,Adana,13,Murat Sarıkcı,15
TKP,tkp,Adana,adana,Adana,14,Yusuf Akman,15
TKP,tkp,Adana,adana,Adana,15,Halil Bakır,15
Vatan,vatanpartisi,Adana,adana,Adana,1,Ahmet Suseven,15
Vatan,vatanpartisi,Adana,adana,Adana,2,Hatice Nesrin Kılıçay,15
Vatan,vatanpartisi,Adana,adana,Adana,3,Banu Karahan,15
Vatan,vatanpartisi,Adana,adana,Adana,4,Rıza Beke,15
Vatan,vatanpartisi,Adana,adana,Adana,5,Selver Kaplan,15
Vatan,vatanpartisi,Adana,adana,Adana,6,Vahide Budak Uğur,15
Vatan,vatanpartisi,Adana,adana,Adana,7,Mustafa Koz,15
Vatan,vatanpartisi,Adana,adana,Adana,8,Niyazi Koç,15
Vatan,vatanpartisi,Adana,adana,Adana,9,Abdurrahim Köylü,15
Vatan,vatanpartisi,Adana,adana,Adana,10,Aynızar Yurttaş,15
Vatan,vatanpartisi,Adana,adana,Adana,11,Ahmet Nihat Ata,15
Vatan,vatanpartisi,Adana,adana,Adana,12,Süleyman Çelik,15
Vatan,vatanpartisi,Adana,adana,Adana,13,Mustafa Işık,15
Vatan,vatanpartisi,Adana,adana,Adana,14,Furkan Olga,15
Vatan,vatanpartisi,Adana,adana,Adana,15,Erkan Dikmen,15
Y.Refah,yenidenrefah,Adana,adana,Adana,1,Selahattin Baysal,15
Y.Refah,yenidenrefah,Adana,adana,Adana,2,Erdem Gümüş,15
Y.Refah,yenidenrefah,Adana,adana,Adana,3,Serdal Sündük,15
Y.Refah,yenidenrefah,Adana,adana,Adana,4,Abdullah Abacı,15
Y.Refah,yenidenrefah,Adana,adana,Adana,5,Mustafa Bozkurt,15
Y.Refah,yenidenrefah,Adana,adana,Adana,6,Volkan Çevik,15
Y.Refah,yenidenrefah,Adana,adana,Adana,7,Ufuk Çıngırlar,15
Y.Refah,yenidenrefah,Adana,adana,Adana,8,Mustafa Yeter,15
Y.Refah,yenidenrefah,Adana,adana,Adana,9,Mustafa Geldi,15
Y.Refah,yenidenrefah,Adana,adana,Adana,10,Yusuf Aktürk,15
Y.Refah,yenidenrefah,Adana,adana,Adana,11,İbrahim Köse,15
Y.Refah,yenidenrefah,Adana,adana,Adana,12,İlhan Tümenci,15
Y.Refah,yenidenrefah,Adana,adana,Adana,13,Salih Pınar,15
Y.Refah,yenidenrefah,Adana,adana,Adana,14,İsmail Erdoğan,15
Y.Refah,yenidenrefah,Adana,adana,Adana,15,Yusuf Ayaz,15
Y.Sol Parti,yesilsolparti,Adana,adana,Adana,1,Tulay Hatımoğulları Oruç,15
Y.Sol Parti,yesilsolparti,Adana,adana,Adana,2,Ferhat Kabaiş,15
Y.Sol Parti,yesilsolparti,Adana,adana,Adana,3,Rojbin Çelik,15
Y.Sol Parti,yesilsolparti,Adana,adana,Adana,4,Mehmet Karakış,15
Y.Sol Parti,yesilsolparti,Adana,adana,Adana,5,Delal Mamuk,15
Y.Sol Parti,yesilsolparti,Adana,adana,Adana,6,Feyruze Gümüş,15
Y.Sol Parti,yesilsolparti,Adana,adana,Adana,7,Şükran Efetürk,15
Y.Sol Parti,yesilsolparti,Adana,adana,Adana,8,Münir Korkmaz,15
Y.Sol Parti,yesilsolparti,Adana,adana,Adana,9,Sevil Aracı,15
Y.Sol Parti,yesilsolparti,Adana,adana,Adana,10,Aziz Uslu,15
Y.Sol Parti,yesilsolparti,Adana,adana,Adana,11,Evrim Ayman,15
Y.Sol Parti,yesilsolparti,Adana,adana,Adana,12,Songül Aydın,15
Y.Sol Parti,yesilsolparti,Adana,adana,Adana,13,Hafize Atlı,15
Y.Sol Parti,yesilsolparti,Adana,adana,Adana,14,Nezir Dorak,15
Y.Sol Parti,yesilsolparti,Adana,adana,Adana,15,Suat Nacar,15
Zafer,zaferpartisi,Adana,adana,Adana,1,Abdurrahman Bilir,15
Zafer,zaferpartisi,Adana,adana,Adana,2,Adem Ocak,15
Zafer,zaferpartisi,Adana,adana,Adana,3,Ömer Faruk Cerit,15
Zafer,zaferpartisi,Adana,adana,Adana,4,Şeref Yorgancı,15
Zafer,zaferpartisi,Adana,adana,Adana,5,İsmail Hakkı Erdoğmuş,15
Zafer,zaferpartisi,Adana,adana,Adana,6,Hakan Kuşcu,15
Zafer,zaferpartisi,Adana,adana,Adana,7,Fatma Yağmur Şahbaz,15
Zafer,zaferpartisi,Adana,adana,Adana,8,Abdullah Çitci,15
Zafer,zaferpartisi,Adana,adana,Adana,9,Ercan Afşar,15
Zafer,zaferpartisi,Adana,adana,Adana,10,Emre Güler,15
Zafer,zaferpartisi,Adana,adana,Adana,11,Abdullah Tanrıkulu,15
Zafer,zaferpartisi,Adana,adana,Adana,12,Yarkın Koçar,15
Zafer,zaferpartisi,Adana,adana,Adana,13,Gökhan Sarıkaya,15
Zafer,zaferpartisi,Adana,adana,Adana,14,Ahmet Güngör,15
Zafer,zaferpartisi,Adana,adana,Adana,15,Talha Nuri Yılmaz,15
AK Parti,akparti,Adıyaman,adiyaman,Adıyaman,1,Resul Kurt,5
AK Parti,akparti,Adıyaman,adiyaman,Adıyaman,2,İshak Şan,5
AK Parti,akparti,Adıyaman,adiyaman,Adıyaman,3,Mustafa Alkayış,5
AK Parti,akparti,Adıyaman,adiyaman,Adıyaman,4,Hüseyin Özhan,5
AK Parti,akparti,Adıyaman,adiyaman,Adıyaman,5,Ziya Polat,5
Bağımsız,bagimsiz,Adıyaman,adiyaman,Adıyaman,1,Selim Çakır,5
Bağımsız,bagimsiz,Adıyaman,adiyaman,Adıyaman,2,Mehmet Vural,5
Bağımsız,bagimsiz,Adıyaman,adiyaman,Adıyaman,3,Abdurrahman Bakır,5
Bağımsız,bagimsiz,Adıyaman,adiyaman,Adıyaman,4,Cuma Ekinci,5
BBP,bbp,Adıyaman,adiyaman,Adıyaman,1,Abuzer Alper Göçer,5
BBP,bbp,Adıyaman,adiyaman,Adıyaman,2,Dilek Çalışır,5
BBP,bbp,Adıyaman,adiyaman,Adıyaman,3,Besiri Atci,5
BBP,bbp,Adıyaman,adiyaman,Adıyaman,4,Kamil Erdoğan,5
BBP,bbp,Adıyaman,adiyaman,Adıyaman,5,İbrahim Halil Aslan,5
CHP,chp,Adıyaman,adiyaman,Adıyaman,1,Abdurrahman Tutdere,5
CHP,chp,Adıyaman,adiyaman,Adıyaman,2,Kenan Doğan,5
CHP,chp,Adıyaman,adiyaman,Adıyaman,3,Adnan Ağır,5
CHP,chp,Adıyaman,adiyaman,Adıyaman,4,Ömer Turan,5
CHP,chp,Adıyaman,adiyaman,Adıyaman,5,Songül Varki Yıldırım,5
GBP,gbp,Adıyaman,adiyaman,Adıyaman,1,Öztan Arslantaş,5
GBP,gbp,Adıyaman,adiyaman,Adıyaman,2,Zübeyde Alagöz,5
GBP,gbp,Adıyaman,adiyaman,Adıyaman,3,Sedat Durgut,5
GBP,gbp,Adıyaman,adiyaman,Adıyaman,4,Osman Demirgüç,5
GBP,gbp,Adıyaman,adiyaman,Adıyaman,5,Gürkan Nacar,5
Genç Parti,gencparti,Adıyaman,adiyaman,Adıyaman,1,Mahmut Orhan Yaşar,5
Genç Parti,gencparti,Adıyaman,adiyaman,Adıyaman,2,Mahmut Koğa,5
Genç Parti,gencparti,Adıyaman,adiyaman,Adıyaman,3,Osman Becerik,5
Genç Parti,gencparti,Adıyaman,adiyaman,Adıyaman,4,Ercan Balta,5
Genç Parti,gencparti,Adıyaman,adiyaman,Adıyaman,5,Önder Aras,5
HAK-PAR,hakpar,Adıyaman,adiyaman,Adıyaman,1,Zeliha Kıran,5
HAK-PAR,hakpar,Adıyaman,adiyaman,Adıyaman,2,Bulut Ertürk,5
HAK-PAR,hakpar,Adıyaman,adiyaman,Adıyaman,3,Kadir Polat,5
HAK-PAR,hakpar,Adıyaman,adiyaman,Adıyaman,4,Tubay Karataş,5
HAK-PAR,hakpar,Adıyaman,adiyaman,Adıyaman,5,Halil Baburoğlu,5
HKP,hkp,Adıyaman,adiyaman,Adıyaman,1,Mehmet Ali Kıran,5
HKP,hkp,Adıyaman,adiyaman,Adıyaman,2,Bengisu Asena Keklik,5
HKP,hkp,Adıyaman,adiyaman,Adıyaman,3,Ercan Yapık,5
HKP,hkp,Adıyaman,adiyaman,Adıyaman,4,Ferhat Şimşek,5
HKP,hkp,Adıyaman,adiyaman,Adıyaman,5,Esma Özkahraman,5
Memleket,memleket,Adıyaman,adiyaman,Adıyaman,1,İz Yücedağ,5
Memleket,memleket,Adıyaman,adiyaman,Adıyaman,2,Abdulmusa Mircan Gürbüz,5
Memleket,memleket,Adıyaman,adiyaman,Adıyaman,3,Mehmet Berkay Abacıalır,5
Memleket,memleket,Adıyaman,adiyaman,Adıyaman,4,Celalettin Samet Gündüz,5
Memleket,memleket,Adıyaman,adiyaman,Adıyaman,5,Perihan Özalp Coşkun,5
MHP,mhp,Adıyaman,adiyaman,Adıyaman,1,İsmail Gümüş,5
MHP,mhp,Adıyaman,adiyaman,Adıyaman,2,Fevzi Öztürk,5
MHP,mhp,Adıyaman,adiyaman,Adıyaman,3,Ahmet Bilgiç,5
MHP,mhp,Adıyaman,adiyaman,Adıyaman,4,Asiye Bulundu,5
MHP,mhp,Adıyaman,adiyaman,Adıyaman,5,Sıraç Aslan,5
MİLLET,millet,Adıyaman,adiyaman,Adıyaman,1,Yüksel Önal,5
MİLLET,millet,Adıyaman,adiyaman,Adıyaman,2,Ahmet Özdemir,5
MİLLET,millet,Adıyaman,adiyaman,Adıyaman,3,Ali Emrullah İncearık,5
MİLLET,millet,Adıyaman,adiyaman,Adıyaman,4,Mehmet Sait Ekici,5
MİLLET,millet,Adıyaman,adiyaman,Adıyaman,5,Yunus Ekinci,5
Sol Parti,solparti,Adıyaman,adiyaman,Adıyaman,1,Yasemin İbiş,5
Sol Parti,solparti,Adıyaman,adiyaman,Adıyaman,2,Zehra Korkmaz,5
Sol Parti,solparti,Adıyaman,adiyaman,Adıyaman,3,Mert Taş,5
Sol Parti,solparti,Adıyaman,adiyaman,Adıyaman,4,Ayhan Tokuri,5
Sol Parti,solparti,Adıyaman,adiyaman,Adıyaman,5,Süleyman Özer,5
TKH,tkh,Adıyaman,adiyaman,Adıyaman,1,Atilla Şenol,5
TKH,tkh,Adıyaman,adiyaman,Adıyaman,2,Ersin Özdemir,5
TKH,tkh,Adıyaman,adiyaman,Adıyaman,3,İsmet Küçükler,5
TKH,tkh,Adıyaman,adiyaman,Adıyaman,4,Mustafa Layık,5
TKH,tkh,Adıyaman,adiyaman,Adıyaman,5,Barış Doğan,5
TKP,tkp,Adıyaman,adiyaman,Adıyaman,1,Ali Yılmaz,5
TKP,tkp,Adıyaman,adiyaman,Adıyaman,2,Ali Üregen,5
TKP,tkp,Adıyaman,adiyaman,Adıyaman,3,Zelal Tokmak,5
TKP,tkp,Adıyaman,adiyaman,Adıyaman,4,Nurhak Şenol,5
TKP,tkp,Adıyaman,adiyaman,Adıyaman,5,Hüseyin Taş,5
Vatan,vatanpartisi,Adıyaman,adiyaman,Adıyaman,1,Mustafa Kabarcık,5
Vatan,vatanpartisi,Adıyaman,adiyaman,Adıyaman,2,Ümit Çalışkan,5
Vatan,vatanpartisi,Adıyaman,adiyaman,Adıyaman,3,Sefa Solmaz Güneş,5
Vatan,vatanpartisi,Adıyaman,adiyaman,Adıyaman,4,Mehmet Sadık Karğili,5
Vatan,vatanpartisi,Adıyaman,adiyaman,Adıyaman,5,Ali Yağrı,5
Y.Refah,yenidenrefah,Adıyaman,adiyaman,Adıyaman,1,Sait Aybak,5
Y.Refah,yenidenrefah,Adıyaman,adiyaman,Adıyaman,2,İsmail Demir,5
Y.Refah,yenidenrefah,Adıyaman,adiyaman,Adıyaman,3,Sadık Yavaş,5
Y.Refah,yenidenrefah,Adıyaman,adiyaman,Adıyaman,4,Fehmi Koyuncu,5
Y.Refah,yenidenrefah,Adıyaman,adiyaman,Adıyaman,5,Bünyamin Memi,5
Y.Sol Parti,yesilsolparti,Adıyaman,adiyaman,Adıyaman,1,Ali Kenanoğlu,5
