party,party_slug,city,city_slug,bolge,rank,name,seats
HAK-PAR,hakpar,Ankara,ankara,Ankara 2. Bölge,9,Şerife Çoban,11
HAK-PAR,hakpar,Ankara,ankara,Ankara 2. Bölge,10,Esma Polat,11
HAK-PAR,hakpar,Ankara,ankara,Ankara 2. Bölge,11,Yakup Kadri Kara,11
HAK-PAR,hakpar,Ankara,ankara,Ankara 3. Bölge,1,Mehmet Gökçe,12
HAK-PAR,hakpar,Ankara,ankara,Ankara 3. Bölge,2,Fatma Deli Aksümer,12
HAK-PAR,hakpar,Ankara,ankara,Ankara 3. Bölge,3,Mahmut Temel,12
HAK-PAR,hakpar,Ankara,ankara,Ankara 3. Bölge,4,Tayibe Taşcı,12
HAK-PAR,hakpar,Ankara,ankara,Ankara 3. Bölge,5,Engin Binici,12
HAK-PAR,hakpar,Ankara,ankara,Ankara 3. Bölge,6,Hacı Kadir Koçak,12
HAK-PAR,hakpar,Ankara,ankara,Ankara 3. Bölge,7,Mustafa Korucu,12
HAK-PAR,hakpar,Ankara,ankara,Ankara 3. Bölge,8,Fevzi Günaydın,12
HAK-PAR,hakpar,Ankara,ankara,Ankara 3. Bölge,9,Mahmure Temel,12
HAK-PAR,hakpar,Ankara,ankara,Ankara 3. Bölge,10,Devrim Çoban Akçelik,12
HAK-PAR,hakpar,Ankara,ankara,Ankara 3. Bölge,11,Cennet Alpdoğan,12
HAK-PAR,hakpar,Ankara,ankara,Ankara 3. Bölge,12,Haydar Akagündüz,12
HKP,hkp,Ankara,ankara,Ankara 1. Bölge,1,Sait Kıran,13
HKP,hkp,Ankara,ankara,Ankara 1. Bölge,2,Meliha Kuşcu,13
HKP,hkp,Ankara,ankara,Ankara 1. Bölge,3,Doğan Erkan,13
HKP,hkp,Ankara,ankara,Ankara 1. Bölge,4,Umut Can Bozgun,13
HKP,hkp,Ankara,ankara,Ankara 1. Bölge,5,Enes Eroğlu,13
HKP,hkp,Ankara,ankara,Ankara 1. Bölge,6,Gökay Celep,13
HKP,hkp,Ankara,ankara,Ankara 1. Bölge,7,Mustafa Bayyar,13
HKP,hkp,Ankara,ankara,Ankara 1. Bölge,8,Erk Ergül,13
HKP,hkp,Ankara,ankara,Ankara 1. Bölge,9,Ozan İlhan,13
HKP,hkp,Ankara,ankara,Ankara 1. Bölge,10,Zeliha Şener,13
HKP,hkp,Ankara,ankara,Ankara 1. Bölge,11,Sercan Cem Cantaş,13
HKP,hkp,Ankara,ankara,Ankara 1. Bölge,12,Ali Sarıoğlu,13
HKP,hkp,Ankara,ankara,Ankara 1. Bölge,13,Ali Doğan,13
HKP,hkp,Ankara,ankara,Ankara 2. Bölge,1,Metin Bayyar,11
HKP,hkp,Ankara,ankara,Ankara 2. Bölge,2,Gülay Erdem,11
HKP,hkp,Ankara,ankara,Ankara 2. Bölge,3,Mehmet Kuşcu,11
HKP,hkp,Ankara,ankara,Ankara 2. Bölge,4,Murat Kalkan,11
HKP,hkp,Ankara,ankara,Ankara 2. Bölge,5,Sevim Öner,11
HKP,hkp,Ankara,ankara,Ankara 2. Bölge,6,Sercan Şener,11
HKP,hkp,Ankara,ankara,Ankara 2. Bölge,7,Hülya Bozgun,11
HKP,hkp,Ankara,ankara,Ankara 2. Bölge,8,Berfin Nalinci,11
HKP,hkp,Ankara,ankara,Ankara 2. Bölge,9,Özgür Gürtan,11
HKP,hkp,Ankara,ankara,Ankara 2. Bölge,10,Emirhan Anıl Özkan,11
HKP,hkp,Ankara,ankara,Ankara 2. Bölge,11,Gönül Ulusoy Samut,11
HKP,hkp,Ankara,ankara,Ankara 3. Bölge,1,Azime Ayça Okur,12
HKP,hkp,Ankara,ankara,Ankara 3. Bölge,2,Ahmet Erdem,12
HKP,hkp,Ankara,ankara,Ankara 3. Bölge,3,Cihan Çakır,12
HKP,hkp,Ankara,ankara,Ankara 3. Bölge,4,Mustafa Deniz Çakır,12
HKP,hkp,Ankara,ankara,Ankara 3. Bölge,5,Bekir Sami Öztürk,12
HKP,hkp,Ankara,ankara,Ankara 3. Bölge,6,Saadet Gürtan,12
HKP,hkp,Ankara,ankara,Ankara 3. Bölge,7,Kıvılcım Zelal Kuşcu,12
HKP,hkp,Ankara,ankara,Ankara 3. Bölge,8,Burak Yavuz,12
HKP,hkp,Ankara,ankara,Ankara 3. Bölge,9,Gülay Bozgun,12
HKP,hkp,Ankara,ankara,Ankara 3. Bölge,10,Kadir Özdemir,12
HKP,hkp,Ankara,ankara,Ankara 3. Bölge,11,Seval Efe,12
HKP,hkp,Ankara,ankara,Ankara 3. Bölge,12,Naile Arıç,12
İyi Parti,iyiparti,Ankara,ankara,Ankara 1. Bölge,1,Koray Aydın,13
İyi Parti,iyiparti,Ankara,ankara,Ankara 1. Bölge,2,Ahmet Eşref Fakıbaba,13
İyi Parti,iyiparti,Ankara,ankara,Ankara 1. Bölge,3,Kevser Ofluoğlu,13
İyi Parti,iyiparti,Ankara,ankara,Ankara 1. Bölge,4,Yetkin Öztürk,13
İyi Parti,iyiparti,Ankara,ankara,Ankara 1. Bölge,5,Mine Baş,13
İyi Parti,iyiparti,Ankara,ankara,Ankara 1. Bölge,6,Burçin Çiçek,13
İyi Parti,iyiparti,Ankara,ankara,Ankara 1. Bölge,7,Metehan Erdem,13
İyi Parti,iyiparti,Ankara,ankara,Ankara 1. Bölge,8,Osman Topal,13
İyi Parti,iyiparti,Ankara,ankara,Ankara 1. Bölge,9,Onur Hondoroğlu,13
İyi Parti,iyiparti,Ankara,ankara,Ankara 1. Bölge,10,Ece Özen Akan,13
İyi Parti,iyiparti,Ankara,ankara,Ankara 1. Bölge,11,Ahmet Altıparmak,13
İyi Parti,iyiparti,Ankara,ankara,Ankara 1. Bölge,12,Ahmet Erenoğlu,13
İyi Parti,iyiparti,Ankara,ankara,Ankara 1. Bölge,13,Muhammet Ecel,13
İyi Parti,iyiparti,Ankara,ankara,Ankara 2. Bölge,1,Adnan Beker,11
İyi Parti,iyiparti,Ankara,ankara,Ankara 2. Bölge,2,Sedat Aksakallı,11
İyi Parti,iyiparti,Ankara,ankara,Ankara 2. Bölge,3,Uğurhan Ferudun Berat Tiryaki,11
İyi Parti,iyiparti,Ankara,ankara,Ankara 2. Bölge,4,Fatma Özkan,11
İyi Parti,iyiparti,Ankara,ankara,Ankara 2. Bölge,5,Muharrem Beşir,11
İyi Parti,iyiparti,Ankara,ankara,Ankara 2. Bölge,6,Ramazan Değerli,11
İyi Parti,iyiparti,Ankara,ankara,Ankara 2. Bölge,7,Erdoğan Yıldırım,11
İyi Parti,iyiparti,Ankara,ankara,Ankara 2. Bölge,8,Fatma Gülümser Birol,11
İyi Parti,iyiparti,Ankara,ankara,Ankara 2. Bölge,9,Nadir Çetinkaya,11
İyi Parti,iyiparti,Ankara,ankara,Ankara 2. Bölge,10,Özcan Dağgeç,11
İyi Parti,iyiparti,Ankara,ankara,Ankara 2. Bölge,11,Elmas Yağmur,11
İyi Parti,iyiparti,Ankara,ankara,Ankara 3. Bölge,1,Yüksel Arslan,12
İyi Parti,iyiparti,Ankara,ankara,Ankara 3. Bölge,2,Kürşad Zorlu,12
İyi Parti,iyiparti,Ankara,ankara,Ankara 3. Bölge,3,Fatih Koca,12
İyi Parti,iyiparti,Ankara,ankara,Ankara 3. Bölge,4,Sevin Çağlayan,12
İyi Parti,iyiparti,Ankara,ankara,Ankara 3. Bölge,5,Tamer Kayaalp,12
İyi Parti,iyiparti,Ankara,ankara,Ankara 3. Bölge,6,Serdar Sargın,12
İyi Parti,iyiparti,Ankara,ankara,Ankara 3. Bölge,7,Mehmet Arslan,12
İyi Parti,iyiparti,Ankara,ankara,Ankara 3. Bölge,8,Kadriye Ünler,12
İyi Parti,iyiparti,Ankara,ankara,Ankara 3. Bölge,9,Berna Şahin,12
İyi Parti,iyiparti,Ankara,ankara,Ankara 3. Bölge,10,Sevgi Yalav,12
İyi Parti,iyiparti,Ankara,ankara,Ankara 3. Bölge,11,Mustafa Tolga Öztürk,12
İyi Parti,iyiparti,Ankara,ankara,Ankara 3. Bölge,12,Mehtap Demirhan Özdemir,12
Memleket,memleket,Ankara,ankara,Ankara 1. Bölge,1,İpek Özkal Sayan,13
Memleket,memleket,Ankara,ankara,Ankara 1. Bölge,2,Halil İlker Çelik,13
Memleket,memleket,Ankara,ankara,Ankara 1. Bölge,3,Sibel Aracı,13
Memleket,memleket,Ankara,ankara,Ankara 1. Bölge,4,Ahmet Özalp,13
Memleket,memleket,Ankara,ankara,Ankara 1. Bölge,5,Mehmet Recai Ellialtıoğlu,13
Memleket,memleket,Ankara,ankara,Ankara 1. Bölge,6,Burak Özkorul,13
Memleket,memleket,Ankara,ankara,Ankara 1. Bölge,7,Ateş Özçelik,13
Memleket,memleket,Ankara,ankara,Ankara 1. Bölge,8,Levent Duran,13
Memleket,memleket,Ankara,ankara,Ankara 1. Bölge,9,Betülay İlhan,13
Memleket,memleket,Ankara,ankara,Ankara 1. Bölge,10,Deniz Ünlü,13
Memleket,memleket,Ankara,ankara,Ankara 1. Bölge,11,Ertuğrul Mete Yılmaz,13
Memleket,memleket,Ankara,ankara,Ankara 1. Bölge,12,Melih Haşim Altıntaş,13
Memleket,memleket,Ankara,ankara,Ankara 1. Bölge,13,Deniz Ali Mutlu,13
Memleket,memleket,Ankara,ankara,Ankara 2. Bölge,1,Hüseyin Avni Aksoy,11
Memleket,memleket,Ankara,ankara,Ankara 2. Bölge,2,Mehmet Berber,11
Memleket,memleket,Ankara,ankara,Ankara 2. Bölge,3,Hakkı Erman Eranıl,11
Memleket,memleket,Ankara,ankara,Ankara 2. Bölge,4,Onur Can İncu,11
Memleket,memleket,Ankara,ankara,Ankara 2. Bölge,5,Özkan Çelik,11
Memleket,memleket,Ankara,ankara,Ankara 2. Bölge,6,Ekin Ece Ünlü,11
Memleket,memleket,Ankara,ankara,Ankara 2. Bölge,7,Ahmet Konuk,11
Memleket,memleket,Ankara,ankara,Ankara 2. Bölge,8,Bahar Ata,11
Memleket,memleket,Ankara,ankara,Ankara 2. Bölge,9,Kubilay Ersan Akkanat,11
Memleket,memleket,Ankara,ankara,Ankara 2. Bölge,10,Tutku Özer,11
Memleket,memleket,Ankara,ankara,Ankara 2. Bölge,11,Serkan Kaplan,11
Memleket,memleket,Ankara,ankara,Ankara 3. Bölge,1,Yavuz Kayhan Yüregir,12
Memleket,memleket,Ankara,ankara,Ankara 3. Bölge,2,Mustafa Çağlayan,12
Memleket,memleket,Ankara,ankara,Ankara 3. Bölge,3,Ali Evren Eryıldız,12
Memleket,memleket,Ankara,ankara,Ankara 3. Bölge,4,Burak Savtur,12
Memleket,memleket,Ankara,ankara,Ankara 3. Bölge,5,Ziya Kirzuk,12
Memleket,memleket,Ankara,ankara,Ankara 3. Bölge,6,Yekta Faik Yılmaz,12
Memleket,memleket,Ankara,ankara,Ankara 3. Bölge,7,Mert Kaya,12
Memleket,memleket,Ankara,ankara,Ankara 3. Bölge,8,Abdurrahman Topçuoğlu,12
Memleket,memleket,Ankara,ankara,Ankara 3. Bölge,9,Çağrı Ünsal,12
Memleket,memleket,Ankara,ankara,Ankara 3. Bölge,10,Teoman Ersöz,12
Memleket,memleket,Ankara,ankara,Ankara 3. Bölge,11,Deniz Gökkaya,12
Memleket,memleket,Ankara,ankara,Ankara 3. Bölge,12,Aleyna Gülşen,12
MHP,mhp,Ankara,ankara,Ankara 1. Bölge,1,Mevlüt Karakaya,13
MHP,mhp,Ankara,ankara,Ankara 1. Bölge,2,Önder Kahveci,13
MHP,mhp,Ankara,ankara,Ankara 1. Bölge,3,Eyyup Yıldız,13
MHP,mhp,Ankara,ankara,Ankara 1. Bölge,4,İbrahim Çiftçi,13
MHP,mhp,Ankara,ankara,Ankara 1. Bölge,5,Oğuz Yılmaz,13
MHP,mhp,Ankara,ankara,Ankara 1. Bölge,6,Levent Çağlancı,13
MHP,mhp,Ankara,ankara,Ankara 1. Bölge,7,Şeniz Sezgin,13
MHP,mhp,Ankara,ankara,Ankara 1. Bölge,8,Yiğit Yılmaz,13
MHP,mhp,Ankara,ankara,Ankara 1. Bölge,9,Sultan Polat,13
MHP,mhp,Ankara,ankara,Ankara 1. Bölge,10,Funda Gülerer,13
MHP,mhp,Ankara,ankara,Ankara 1. Bölge,11,Murat Karakurt,13
MHP,mhp,Ankara,ankara,Ankara 1. Bölge,12,Ahmet Karagöz,13
MHP,mhp,Ankara,ankara,Ankara 1. Bölge,13,Adnan Yirik,13
MHP,mhp,Ankara,ankara,Ankara 2. Bölge,1,Sadir Durmaz,11
MHP,mhp,Ankara,ankara,Ankara 2. Bölge,2,Özgür Bayraktar,11
MHP,mhp,Ankara,ankara,Ankara 2. Bölge,3,Nevin Taşlıçay,11
MHP,mhp,Ankara,ankara,Ankara 2. Bölge,4,Ahmet Selim Yurdakul,11
MHP,mhp,Ankara,ankara,Ankara 2. Bölge,5,Cengiz Şahin,11
MHP,mhp,Ankara,ankara,Ankara 2. Bölge,6,Tarkan Toper,11
MHP,mhp,Ankara,ankara,Ankara 2. Bölge,7,Emine Güven Öztürk,11
MHP,mhp,Ankara,ankara,Ankara 2. Bölge,8,İlkay Uyar Kaba,11
MHP,mhp,Ankara,ankara,Ankara 2. Bölge,9,Ümmühani Coşkun,11
MHP,mhp,Ankara,ankara,Ankara 2. Bölge,10,Yusuf Tanık,11
MHP,mhp,Ankara,ankara,Ankara 2. Bölge,11,Levent Uğurlu,11
MHP,mhp,Ankara,ankara,Ankara 3. Bölge,1,Yaşar Yıldırım,12
MHP,mhp,Ankara,ankara,Ankara 3. Bölge,2,Erkan Haberal,12
MHP,mhp,Ankara,ankara,Ankara 3. Bölge,3,Seçkin Odabaşı,12
MHP,mhp,Ankara,ankara,Ankara 3. Bölge,4,Fatih Çetinkaya,12
MHP,mhp,Ankara,ankara,Ankara 3. Bölge,5,Özmen Alp Giray Erdemir,12
MHP,mhp,Ankara,ankara,Ankara 3. Bölge,6,Hayriye Aydın,12
MHP,mhp,Ankara,ankara,Ankara 3. Bölge,7,Erdinç Ölmez,12
MHP,mhp,Ankara,ankara,Ankara 3. Bölge,8,Yaşar Yukarıkır,12
MHP,mhp,Ankara,ankara,Ankara 3. Bölge,9,Bahri Batuhan Kurban,12
MHP,mhp,Ankara,ankara,Ankara 3. Bölge,10,Hüseyin Yılmaz,12
MHP,mhp,Ankara,ankara,Ankara 3. Bölge,11,Uğur Sadık,12
MHP,mhp,Ankara,ankara,Ankara 3. Bölge,12,Öznur Özen,12
MİLLET,millet,Ankara,ankara,Ankara 1. Bölge,1,Hacı Ali Özdemir,13
MİLLET,millet,Ankara,ankara,Ankara 1. Bölge,2,Mustafa Hayırdoğan,13
MİLLET,millet,Ankara,ankara,Ankara 1. Bölge,3,Meltem Ünal,13
MİLLET,millet,Ankara,ankara,Ankara 1. Bölge,4,Ali Osman Türkmen,13
MİLLET,millet,Ankara,ankara,Ankara 1. Bölge,5,Mümtaz Ak,13
MİLLET,millet,Ankara,ankara,Ankara 1. Bölge,6,Fatma Özdemir,13
MİLLET,millet,Ankara,ankara,Ankara 1. Bölge,7,Kadir Çetin,13
MİLLET,millet,Ankara,ankara,Ankara 1. Bölge,8,Ramazan Karadavut,13
MİLLET,millet,Ankara,ankara,Ankara 1. Bölge,9,Hasan Ural,13
MİLLET,millet,Ankara,ankara,Ankara 1. Bölge,10,Ali Semiz,13
MİLLET,millet,Ankara,ankara,Ankara 1. Bölge,11,Safiye Birgül Özmen,13
MİLLET,millet,Ankara,ankara,Ankara 1. Bölge,12,Ömer Lütfi Yaman,13
MİLLET,millet,Ankara,ankara,Ankara 1. Bölge,13,Salih Koç,13
MİLLET,millet,Ankara,ankara,Ankara 2. Bölge,1,Mehmet Can,11
MİLLET,millet,Ankara,ankara,Ankara 2. Bölge,2,İsmail Ev,11
MİLLET,millet,Ankara,ankara,Ankara 2. Bölge,3,Yusuf Zaim,11
MİLLET,millet,Ankara,ankara,Ankara 2. Bölge,4,Edibali Erdem,11
MİLLET,millet,Ankara,ankara,Ankara 2. Bölge,5,Metin Doğan,11
MİLLET,millet,Ankara,ankara,Ankara 2. Bölge,6,Cafer Tayyar Doğan,11
MİLLET,millet,Ankara,ankara,Ankara 2. Bölge,7,Ramazan Güzel,11
MİLLET,millet,Ankara,ankara,Ankara 2. Bölge,8,Mustafa Demir,11
MİLLET,millet,Ankara,ankara,Ankara 2. Bölge,9,Azmi Tat,11
MİLLET,millet,Ankara,ankara,Ankara 2. Bölge,10,Muhammed Rıdvan Sofuoğlu,11
MİLLET,millet,Ankara,ankara,Ankara 2. Bölge,11,Şerife Fatma Demir,11
MİLLET,millet,Ankara,ankara,Ankara 3. Bölge,1,Yusuf Elmalı,12
MİLLET,millet,Ankara,ankara,Ankara 3. Bölge,2,Ali Furkan Kahraman,12
MİLLET,millet,Ankara,ankara,Ankara 3. Bölge,3,Burhan Taştepe,12
MİLLET,millet,Ankara,ankara,Ankara 3. Bölge,4,Naci Yılmaz,12
MİLLET,millet,Ankara,ankara,Ankara 3. Bölge,5,Alper Duran,12
MİLLET,millet,Ankara,ankara,Ankara 3. Bölge,6,Selma Ayhan Ballı,12
MİLLET,millet,Ankara,ankara,Ankara 3. Bölge,7,Hasan Özdemir,12
MİLLET,millet,Ankara,ankara,Ankara 3. Bölge,8,İbrahim Bozoğlu,12
MİLLET,millet,Ankara,ankara,Ankara 3. Bölge,9,Şenay Soysal,12
MİLLET,millet,Ankara,ankara,Ankara 3. Bölge,10,Veysel Cavlak,12
MİLLET,millet,Ankara,ankara,Ankara 3. Bölge,11,Özlem Cırdı,12
MİLLET,millet,Ankara,ankara,Ankara 3. Bölge,12,Ali Özdemir,12
Milli Yol,milliyol,Ankara,ankara,Ankara 1. Bölge,1,Remzi Çayır,13
Milli Yol,milliyol,Ankara,ankara,Ankara 1. Bölge,2,Fırat Gülen,13
Milli Yol,milliyol,Ankara,ankara,Ankara 1. Bölge,3,Selim Şahin,13
Milli Yol,milliyol,Ankara,ankara,Ankara 1. Bölge,4,Barış Ezer,13
Milli Yol,milliyol,Ankara,ankara,Ankara 1. Bölge,5,Gamze Erol,13
Milli Yol,milliyol,Ankara,ankara,Ankara 1. Bölge,6,Cemil Aydilek,13
Milli Yol,milliyol,Ankara,ankara,Ankara 1. Bölge,7,Yavuz Arun,13
Milli Yol,milliyol,Ankara,ankara,Ankara 1. Bölge,8,Hasan Şen,13
Milli Yol,milliyol,Ankara,ankara,Ankara 1. Bölge,9,Eyyüp Özbek,13
Milli Yol,milliyol,Ankara,ankara,Ankara 1. Bölge,10,Gülşen Kuşçu,13
Milli Yol,milliyol,Ankara,ankara,Ankara 1. Bölge,11,Feridun Özata,13
Milli Yol,milliyol,Ankara,ankara,Ankara 1. Bölge,12,Fatıma Bağçeci,13
Milli Yol,milliyol,Ankara,ankara,Ankara 1. Bölge,13,Selahattin Serçe,13
Milli Yol,milliyol,Ankara,ankara,Ankara 2. Bölge,1,Haşim Yanar,11
Milli Yol,milliyol,Ankara,ankara,Ankara 2. Bölge,2,Cevat Özer,11
Milli Yol,milliyol,Ankara,ankara,Ankara 2. Bölge,3,Murat Çiftci,11
Milli Yol,milliyol,Ankara,ankara,Ankara 2. Bölge,4,Necip Sarıkaya,11
Milli Yol,milliyol,Ankara,ankara,Ankara 2. Bölge,5,Cihan Ökden,11
Milli Yol,milliyol,Ankara,ankara,Ankara 2. Bölge,6,Gamze Karakaş,11
Milli Yol,milliyol,Ankara,ankara,Ankara 2. Bölge,7,İzzettin Ataş,11
Milli Yol,milliyol,Ankara,ankara,Ankara 2. Bölge,8,Murat Balakar,11
Milli Yol,milliyol,Ankara,ankara,Ankara 2. Bölge,9,İbrahim Yağcıoğlu,11
Milli Yol,milliyol,Ankara,ankara,Ankara 2. Bölge,10,Faruk Babur,11
Milli Yol,milliyol,Ankara,ankara,Ankara 2. Bölge,11,Yonis Akdoğan,11
Milli Yol,milliyol,Ankara,ankara,Ankara 3. Bölge,1,Akın Türkdoğan,12
Milli Yol,milliyol,Ankara,ankara,Ankara 3. Bölge,2,Şeref Canlı,12
Milli Yol,milliyol,Ankara,ankara,Ankara 3. Bölge,3,Mukaddes Demirci,12
Milli Yol,milliyol,Ankara,ankara,Ankara 3. Bölge,4,Hasan Yavuz,12
Milli Yol,milliyol,Ankara,ankara,Ankara 3. Bölge,5,Gökhan Ağdaş,12
Milli Yol,milliyol,Ankara,ankara,Ankara 3. Bölge,6,Belma Özata,12
Milli Yol,milliyol,Ankara,ankara,Ankara 3. Bölge,7,Muammer Karaca,12
Milli Yol,milliyol,Ankara,ankara,Ankara 3. Bölge,8,Hüseyin Kapukaya,12
Milli Yol,milliyol,Ankara,ankara,Ankara 3. Bölge,9,Fevzi Göndemli,12
Milli Yol,milliyol,Ankara,ankara,Ankara 3. Bölge,10,Musa Çankaya,12
Milli Yol,milliyol,Ankara,ankara,Ankara 3. Bölge,11,Elif Oflaz,12
Milli Yol,milliyol,Ankara,ankara,Ankara 3. Bölge,12,Zehra Şahin,12
Sol Parti,solparti,Ankara,ankara,Ankara 1. Bölge,1,İsmail Hakkı Tombul,13
Sol Parti,solparti,Ankara,ankara,Ankara 1. Bölge,2,Derya İlker,13
Sol Parti,solparti,Ankara,ankara,Ankara 1. Bölge,3,Evrim Öztürk,13
Sol Parti,solparti,Ankara,ankara,Ankara 1. Bölge,4,Mihriban Karataş,13
Sol Parti,solparti,Ankara,ankara,Ankara 1. Bölge,5,Aylin Alçay Sepetoğlu,13
Sol Parti,solparti,Ankara,ankara,Ankara 1. Bölge,6,Ezgi Ergen Sürer,13
Sol Parti,solparti,Ankara,ankara,Ankara 1. Bölge,7,Hatice Dilek Soğancı,13
Sol Parti,solparti,Ankara,ankara,Ankara 1. Bölge,8,Olcay Yıldırım Evsen,13
Sol Parti,solparti,Ankara,ankara,Ankara 1. Bölge,9,Fatıma Erol,13
Sol Parti,solparti,Ankara,ankara,Ankara 1. Bölge,10,Mustafa Bingül,13
Sol Parti,solparti,Ankara,ankara,Ankara 1. Bölge,11,Ali Tuncay,13
Sol Parti,solparti,Ankara,ankara,Ankara 1. Bölge,12,Yasin Durak,13
Sol Parti,solparti,Ankara,ankara,Ankara 1. Bölge,13,Sercan Dede,13
Sol Parti,solparti,Ankara,ankara,Ankara 2. Bölge,1,Önder İşleyen,11
Sol Parti,solparti,Ankara,ankara,Ankara 2. Bölge,2,Dilek Topçu,11
Sol Parti,solparti,Ankara,ankara,Ankara 2. Bölge,3,Selda Kaplan,11
Sol Parti,solparti,Ankara,ankara,Ankara 2. Bölge,4,Dilek Çelik,11
Sol Parti,solparti,Ankara,ankara,Ankara 2. Bölge,5,Hülya Ayduğan,11
Sol Parti,solparti,Ankara,ankara,Ankara 2. Bölge,6,Nazlıcan Gökoğlu,11
Sol Parti,solparti,Ankara,ankara,Ankara 2. Bölge,7,Erkin Yıldız,11
Sol Parti,solparti,Ankara,ankara,Ankara 2. Bölge,8,Murat Güzel,11
Sol Parti,solparti,Ankara,ankara,Ankara 2. Bölge,9,Aydoğan Şanlıer,11
Sol Parti,solparti,Ankara,ankara,Ankara 2. Bölge,10,İhsan Akoğlu,11
Sol Parti,solparti,Ankara,ankara,Ankara 2. Bölge,11,Can Dirlik,11
Sol Parti,solparti,Ankara,ankara,Ankara 3. Bölge,1,Hasan Hayır,12
Sol Parti,solparti,Ankara,ankara,Ankara 3. Bölge,2,Pelin Elif Bektaş,12
Sol Parti,solparti,Ankara,ankara,Ankara 3. Bölge,3,Ayfer Nazlım,12
Sol Parti,solparti,Ankara,ankara,Ankara 3. Bölge,4,Zeynep Çatalkaya Bulunmaz,12
Sol Parti,solparti,Ankara,ankara,Ankara 3. Bölge,5,Seher Yaşar,12
Sol Parti,solparti,Ankara,ankara,Ankara 3. Bölge,6,Şehrinaz Artar,12
Sol Parti,solparti,Ankara,ankara,Ankara 3. Bölge,7,Saliha Aydın,12
Sol Parti,solparti,Ankara,ankara,Ankara 3. Bölge,8,Rafet Ersoy,12
Sol Parti,solparti,Ankara,ankara,Ankara 3. Bölge,9,Nusret Sulkalar,12
Sol Parti,solparti,Ankara,ankara,Ankara 3. Bölge,10,Deniz Soydan,12
Sol Parti,solparti,Ankara,ankara,Ankara 3. Bölge,11,Bilal Aktaş,12
Sol Parti,solparti,Ankara,ankara,Ankara 3. Bölge,12,Kemal Yılmaz,12
TİP,tip,Ankara,ankara,Ankara 2. Bölge,1,Özgür Aybaş,11
TİP,tip,Ankara,ankara,Ankara 2. Bölge,2,Yelda Koçak Urfa,11
TİP,tip,Ankara,ankara,Ankara 2. Bölge,3,Bektaş Rıza Hanedan,11
TİP,tip,Ankara,ankara,Ankara 2. Bölge,4,Deniz Can Aydın,11
TİP,tip,Ankara,ankara,Ankara 2. Bölge,5,Sevgi Hazır,11
TİP,tip,Ankara,ankara,Ankara 2. Bölge,6,Asiye Süllü,11
TİP,tip,Ankara,ankara,Ankara 2. Bölge,7,Fatih Özakoğlu,11
TİP,tip,Ankara,ankara,Ankara 2. Bölge,8,Mahir Ünsal Eriş,11
TİP,tip,Ankara,ankara,Ankara 2. Bölge,9,Barış Ağdoğan,11
TİP,tip,Ankara,ankara,Ankara 2. Bölge,10,Yersu Büyükdağ,11
TİP,tip,Ankara,ankara,Ankara 2. Bölge,11,Mustafa Ertarakçı,11
TİP,tip,Ankara,ankara,Ankara 3. Bölge,1,Ozan Bingöl,12
TİP,tip,Ankara,ankara,Ankara 3. Bölge,2,Misket Elif Çongur,12
TİP,tip,Ankara,ankara,Ankara 3. Bölge,3,Tuğba Gürsoy,12
TİP,tip,Ankara,ankara,Ankara 3. Bölge,4,Hediye Gülşen Karakadıoğlu,12
TİP,tip,Ankara,ankara,Ankara 3. Bölge,5,Dilara Mahmure Dolgunyürek,12
TİP,tip,Ankara,ankara,Ankara 3. Bölge,6,Ege Arda Anılan,12
TİP,tip,Ankara,ankara,Ankara 3. Bölge,7,Bekir Tuncay Çelen,12
TİP,tip,Ankara,ankara,Ankara 3. Bölge,8,Ozan Yurdakal,12
TİP,tip,Ankara,ankara,Ankara 3. Bölge,9,Mustafa Kolcu,12
TİP,tip,Ankara,ankara,Ankara 3. Bölge,10,Ebru Beşe,12
TİP,tip,Ankara,ankara,Ankara 3. Bölge,11,Ersin Baytemür,12
TİP,tip,Ankara,ankara,Ankara 3. Bölge,12,Ilgın Baran Öcal,12
TKH,tkh,Ankara,ankara,Ankara 1. Bölge,1,Cengiz Kılçer,13
TKH,tkh,Ankara,ankara,Ankara 1. Bölge,2,Ziya Bahçeci,13
TKH,tkh,Ankara,ankara,Ankara 1. Bölge,3,Eda Nur Aksoy,13
TKH,tkh,Ankara,ankara,Ankara 1. Bölge,4,Şahin Çalışkan,13
TKH,tkh,Ankara,ankara,Ankara 1. Bölge,5,Ozan Demircan,13
TKH,tkh,Ankara,ankara,Ankara 1. Bölge,6,Emre Tuğberk Şahin,13
TKH,tkh,Ankara,ankara,Ankara 1. Bölge,7,Ahmet Kırdaloğlu,13
TKH,tkh,Ankara,ankara,Ankara 1. Bölge,8,Gülben Erdem,13
TKH,tkh,Ankara,ankara,Ankara 1. Bölge,9,Hakan Aslan,13
TKH,tkh,Ankara,ankara,Ankara 1. Bölge,10,Zafer Kadri Ayal,13
TKH,tkh,Ankara,ankara,Ankara 1. Bölge,11,Uğur Aykut,13
TKH,tkh,Ankara,ankara,Ankara 1. Bölge,12,Coşkun Yazıcı,13
TKH,tkh,Ankara,ankara,Ankara 1. Bölge,13,Erhan Uygun,13
TKH,tkh,Ankara,ankara,Ankara 2. Bölge,1,Erkan Kılıç,11
TKH,tkh,Ankara,ankara,Ankara 2. Bölge,2,Murat Çelik,11
TKH,tkh,Ankara,ankara,Ankara 2. Bölge,3,Şiar Demir,11
